Customer_Id,Gender,Age,Married,State,Number_of_referrals,Tenure in months,Value deal,Phone service,Multiple_lines,Internet service,Internet type,Online security,Online backup,Device protection plan,Premium support,Streaming TV,Streaming movies,Streaming music,Unlimited data,Contract,Paperless billing,Payment method,Monthly charge,Total charges,Total refunds,Total extra data charges,Total long distance charges,Total revenue,Customer status,Churn category,Churn reason
CUSTJ0372,Female,65,No,Florida,4,52,Yes,No,No phone service,No,No,Yes,No,No,Yes,No,Yes,No,No,Two year,No,Mailed check,110.94,5293.36,182.74,68.98,54.92,5234.52,Joined,,
CUSTJ0373,Female,76,Yes,Texas,1,64,No,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card,99.76,8734.51,33.82,83.76,57.83,8842.28,Joined,,
CUSTJ0374,Male,78,No,Florida,4,27,Yes,Yes,No phone service,No,No,No,Yes,No,No,No,No,No,Yes,Month-to-month,No,Credit card,84.34,7479.35,28.53,135.97,9.48,7596.27,Joined,,
CUSTJ0375,Female,37,Yes,Texas,1,22,No,No,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer,100.52,7661.26,156.17,0.77,272.97,7778.83,Joined,,
CUSTJ0376,Male,39,Yes,California,2,46,Yes,No,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,49.15,6323.12,57.22,57.0,287.04,6609.94,Joined,,
CUSTJ0377,Male,79,No,Illinois,3,36,No,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,48.93,4116.66,34.16,7.99,151.74,4242.23,Joined,,
CUSTJ0378,Male,38,No,Illinois,2,18,No,No,No phone service,No,DSL,No,Yes,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,118.79,2815.2,15.6,31.97,170.0,3001.57,Joined,,
CUSTJ0379,Male,27,No,California,4,2,Yes,Yes,No phone service,No,Cable,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer,72.18,1930.55,61.32,29.9,272.48,2171.61,Joined,,
CUSTJ0380,Female,75,No,New York,3,3,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,71.25,3416.74,35.11,33.0,69.39,3484.02,Joined,,
CUSTJ0381,Female,18,No,Illinois,3,37,No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer,33.94,6400.83,188.65,127.61,103.8,6443.59,Joined,,
CUSTJ0382,Female,47,Yes,Texas,3,64,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,79.3,8672.63,16.31,125.94,295.64,9077.9,Joined,,
CUSTJ0383,Female,34,Yes,Florida,1,3,Yes,No,Yes,No,Cable,No,Yes,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,41.12,4834.4,75.31,50.26,82.54,4891.89,Joined,,
CUSTJ0384,Male,35,Yes,California,4,50,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card,119.36,5490.84,142.8,131.54,59.74,5539.32,Joined,,
CUSTJ0385,Male,62,No,New York,2,9,Yes,No,No phone service,No,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,98.84,2180.22,120.22,54.37,42.43,2156.8,Joined,,
CUSTJ0386,Female,27,No,Illinois,3,15,Yes,Yes,No,Yes,Cable,Yes,No,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,48.94,2510.88,9.04,115.02,143.8,2760.66,Joined,,
CUSTJ0387,Male,20,Yes,California,3,54,Yes,Yes,No phone service,Yes,No,Yes,No,No,No,Yes,No,No,No,One year,No,Mailed check,96.83,7891.26,165.29,19.46,54.46,7799.89,Joined,,
CUSTJ0388,Male,52,Yes,California,1,12,Yes,No,No phone service,No,Fiber optic,Yes,Yes,Yes,No,No,No,No,Yes,Two year,No,Electronic check,75.38,5975.76,62.67,87.83,238.7,6239.62,Joined,,
CUSTJ0389,Male,54,Yes,New York,4,26,Yes,Yes,No phone service,No,DSL,No,No,No,No,No,No,Yes,No,One year,No,Credit card,23.84,8253.45,137.44,72.1,82.41,8270.52,Joined,,
CUSTJ0390,Male,69,No,Illinois,4,23,Yes,Yes,No,No,Fiber optic,No,No,No,No,Yes,No,No,No,Two year,Yes,Credit card,97.8,5264.15,82.4,23.47,132.01,5337.23,Joined,,
CUSTJ0391,Male,69,Yes,Florida,3,3,Yes,Yes,No phone service,Yes,Fiber optic,No,No,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,105.29,2512.44,127.78,76.36,142.37,2603.39,Joined,,
CUSTJ0392,Male,61,Yes,New York,5,31,No,Yes,No,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,One year,No,Electronic check,94.35,2304.07,74.43,64.27,72.14,2366.05,Joined,,
CUSTJ0393,Male,23,No,Texas,0,28,No,Yes,No phone service,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card,35.07,2174.93,168.5,26.33,190.67,2223.43,Joined,,
CUSTJ0394,Female,55,Yes,Texas,0,27,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,81.06,581.74,171.38,58.14,253.99,722.49,Joined,,
CUSTJ0395,Male,44,Yes,Illinois,0,57,Yes,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,70.85,1417.71,135.35,96.8,150.49,1529.65,Joined,,
CUSTJ0396,Male,37,Yes,Texas,1,61,No,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,87.25,8678.89,60.88,44.21,66.36,8728.58,Joined,,
CUSTJ0397,Male,60,Yes,Florida,2,43,Yes,No,No phone service,Yes,Fiber optic,No,Yes,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,116.95,3767.51,24.53,147.83,180.94,4071.75,Joined,,
CUSTJ0398,Male,30,No,Texas,5,14,No,No,No phone service,Yes,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes,One year,Yes,Credit card,89.7,1968.81,70.77,134.56,241.53,2274.13,Joined,,
CUSTJ0399,Male,26,Yes,Texas,4,70,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Two year,Yes,Credit card,86.31,4115.29,108.33,80.94,245.44,4333.34,Joined,,
CUSTJ0400,Male,30,Yes,Illinois,5,32,No,Yes,No phone service,No,DSL,No,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,23.79,7015.1,120.22,8.37,253.91,7157.16,Joined,,
CUSTJ0401,Female,19,Yes,Florida,1,62,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,No,Yes,Two year,Yes,Credit card,70.88,6906.57,177.38,145.67,92.19,6967.05,Joined,,
CUSTJ0402,Female,21,Yes,Texas,2,69,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer,37.28,1068.61,194.83,40.84,85.6,1000.22,Joined,,
CUSTJ0403,Male,74,Yes,New York,1,51,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,23.16,5294.94,41.26,48.6,24.25,5326.53,Joined,,
CUSTJ0404,Female,45,Yes,New York,2,32,No,Yes,No phone service,Yes,DSL,Yes,No,No,No,No,No,Yes,No,One year,No,Credit card,71.4,2335.52,74.14,12.77,268.22,2542.37,Joined,,
CUSTJ0405,Male,55,Yes,California,0,63,No,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,76.3,7345.67,37.8,72.24,155.29,7535.4,Joined,,
CUSTJ0406,Female,78,No,Illinois,5,58,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,48.7,2879.67,122.6,1.69,233.93,2992.69,Joined,,
CUSTJ0407,Female,63,No,Florida,0,10,Yes,Yes,No,Yes,Cable,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,20.54,1235.13,99.31,86.84,240.6,1463.26,Joined,,
CUSTJ0408,Female,66,Yes,Texas,3,48,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,79.32,6696.75,110.35,89.43,139.95,6815.78,Joined,,
CUSTJ0409,Male,43,No,Texas,2,19,No,No,No phone service,No,No,No,Yes,No,No,No,No,Yes,No,One year,Yes,Mailed check,54.31,4943.67,108.1,126.39,201.72,5163.68,Joined,,
CUSTJ0410,Male,57,No,California,4,67,Yes,Yes,No phone service,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer,102.46,142.15,156.77,63.28,100.8,149.46,Joined,,
CUSTJ0411,Male,43,Yes,California,3,39,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Yes,No,Two year,Yes,Credit card,106.79,3737.56,40.72,141.17,42.07,3880.08,Joined,,
CUSTJ0412,Male,55,No,Illinois,2,33,No,Yes,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,41.62,2745.86,160.36,51.42,267.56,2904.48,Joined,,
CUSTJ0413,Female,45,No,Texas,4,58,Yes,Yes,No phone service,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card,96.94,2797.26,35.02,111.89,80.5,2954.63,Joined,,
CUSTJ0414,Male,34,No,California,5,3,No,No,No phone service,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,104.82,123.23,18.75,37.78,250.16,392.42,Joined,,
CUSTJ0415,Male,65,No,California,3,63,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,26.44,8717.58,67.26,88.5,90.15,8828.97,Joined,,
CUSTJ0416,Male,44,Yes,Florida,4,38,Yes,Yes,No phone service,No,No,No,No,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,77.98,1735.8,31.86,3.27,76.6,1783.81,Joined,,
CUSTJ0417,Male,34,Yes,New York,4,43,No,No,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card,60.64,4862.59,73.81,64.41,110.09,4963.28,Joined,,
CUSTJ0418,Male,53,No,New York,1,69,No,Yes,No phone service,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,108.13,142.87,148.64,66.19,172.95,233.37,Joined,,
CUSTJ0419,Female,45,No,Texas,3,10,No,Yes,No phone service,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,62.93,690.52,148.65,77.57,185.05,804.49,Joined,,
CUSTJ0420,Male,31,No,Texas,2,11,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,100.88,6965.23,140.52,46.73,130.27,7001.71,Joined,,
CUSTJ0421,Female,53,Yes,California,5,34,No,No,No phone service,Yes,Cable,Yes,Yes,No,Yes,No,No,Yes,No,One year,No,Electronic check,66.31,3772.28,24.35,85.88,107.94,3941.75,Joined,,
CUSTJ0422,Female,27,Yes,Florida,2,70,Yes,No,No phone service,No,DSL,No,Yes,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,48.37,8771.81,125.08,130.61,15.02,8792.36,Joined,,
CUSTJ0423,Male,23,Yes,Texas,3,26,No,Yes,No,No,DSL,Yes,No,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,34.09,6406.28,186.45,94.64,55.76,6370.23,Joined,,
CUSTJ0424,Female,57,Yes,California,0,42,Yes,Yes,No,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,25.05,755.32,158.31,91.64,35.7,724.35,Joined,,
CUSTJ0425,Male,64,No,California,2,39,No,Yes,No phone service,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,112.23,8331.38,148.2,120.71,178.3,8482.19,Joined,,
CUSTJ0426,Male,46,No,New York,0,51,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,61.52,4053.03,52.0,54.15,107.42,4162.6,Joined,,
CUSTJ0427,Female,52,No,Illinois,3,59,No,No,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer,90.59,176.42,27.93,11.39,243.63,403.51,Joined,,
CUSTJ0428,Male,41,No,Florida,3,47,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,67.39,548.16,183.82,105.39,47.66,517.39,Joined,,
CUSTJ0429,Male,54,No,Texas,5,49,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Two year,Yes,Electronic check,48.27,3222.86,79.92,58.18,194.26,3395.38,Joined,,
CUSTJ0430,Female,45,Yes,Florida,3,9,No,No,No phone service,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,99.99,1430.94,179.09,82.25,82.41,1416.51,Joined,,
CUSTJ0431,Female,30,Yes,New York,4,43,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,68.51,5610.36,78.91,46.03,61.77,5639.25,Joined,,
CUSTJ0432,Male,18,Yes,New York,1,37,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,117.83,849.16,155.54,97.47,3.88,794.97,Joined,,
CUSTJ0433,Female,27,Yes,California,1,3,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,61.59,1977.97,180.77,143.42,195.99,2136.61,Joined,,
CUSTJ0434,Female,41,No,Illinois,4,42,No,No,No phone service,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer,94.86,5112.65,116.49,110.68,266.54,5373.38,Joined,,
CUSTJ0435,Male,23,No,Florida,1,64,No,No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,73.97,8571.44,76.6,100.03,240.92,8835.79,Joined,,
CUSTJ0436,Female,32,Yes,Illinois,4,33,No,Yes,No phone service,No,Fiber optic,No,No,No,Yes,No,No,No,No,One year,Yes,Bank transfer,50.32,5915.09,169.58,3.72,254.93,6004.16,Joined,,
CUSTJ0437,Female,61,Yes,New York,3,68,Yes,Yes,No,Yes,Cable,Yes,Yes,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,58.79,7755.4,118.53,130.68,126.66,7894.21,Joined,,
CUSTJ0438,Female,38,Yes,Florida,3,1,No,No,No phone service,No,No,No,Yes,Yes,Yes,No,No,No,No,Two year,Yes,Credit card,82.4,2800.68,169.04,86.18,159.83,2877.65,Joined,,
CUSTJ0439,Female,51,No,Illinois,0,17,Yes,No,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,29.94,410.44,167.75,106.49,40.02,389.2,Joined,,
CUSTJ0440,Female,65,Yes,Texas,3,61,Yes,No,No phone service,No,Cable,Yes,No,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,67.9,2579.78,54.66,89.35,140.2,2754.67,Joined,,
CUSTJ0441,Male,48,No,New York,5,36,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,92.61,1637.47,171.5,110.58,175.8,1752.35,Joined,,
CUSTJ0442,Female,42,Yes,Texas,3,58,No,No,No phone service,Yes,Cable,No,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,90.57,1390.8,43.23,98.15,162.67,1608.39,Joined,,
CUSTJ0443,Female,40,No,Illinois,5,1,No,No,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,81.19,6510.9,192.82,146.54,92.4,6557.02,Joined,,
CUSTJ0444,Female,78,No,Florida,0,42,Yes,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,116.69,7482.16,143.41,88.17,43.44,7470.36,Joined,,
CUSTJ0445,Female,47,Yes,New York,3,48,Yes,No,Yes,Yes,Cable,No,No,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,69.58,2261.07,99.88,40.1,225.56,2426.85,Joined,,
CUSTJ0446,Female,73,No,Texas,0,52,Yes,Yes,No phone service,No,DSL,No,Yes,Yes,No,No,No,Yes,No,One year,No,Credit card,86.89,6403.47,109.52,36.03,181.22,6511.2,Joined,,
CUSTJ0447,Female,74,No,Illinois,4,46,No,No,No phone service,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,41.49,2261.15,50.77,34.69,208.48,2453.55,Joined,,
CUSTJ0448,Female,75,No,Illinois,5,37,No,No,No phone service,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,51.88,8647.0,184.03,102.56,215.48,8781.01,Joined,,
CUSTJ0449,Male,18,No,New York,5,72,No,Yes,Yes,Yes,Cable,No,Yes,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,48.63,4721.43,116.69,81.81,45.72,4732.27,Joined,,
CUSTJ0450,Male,52,No,New York,0,5,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,26.4,6888.05,72.26,121.82,145.33,7082.94,Joined,,
CUSTJ0451,Female,52,No,California,3,2,No,Yes,No phone service,No,Cable,Yes,Yes,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,29.79,678.09,140.84,5.09,158.43,700.77,Joined,,
CUSTJ0452,Male,74,Yes,New York,1,6,No,No,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,116.17,6178.6,17.63,74.47,159.77,6395.21,Joined,,
CUSTJ0453,Male,20,Yes,Illinois,5,44,Yes,Yes,Yes,No,Cable,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,21.49,1850.16,101.49,87.04,103.02,1938.73,Joined,,
CUSTJ0454,Female,48,Yes,Texas,5,26,Yes,Yes,No phone service,No,Fiber optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card,33.67,4951.53,42.61,140.71,176.9,5226.53,Joined,,
CUSTJ0455,Male,31,No,Illinois,2,51,Yes,Yes,No phone service,No,Cable,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,86.71,5872.63,199.71,126.95,200.73,6000.6,Joined,,
CUSTJ0456,Female,70,Yes,California,2,62,Yes,No,No phone service,No,No,No,No,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,30.26,1542.95,85.18,28.35,210.64,1696.76,Joined,,
CUSTJ0457,Female,63,No,New York,2,72,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Two year,No,Mailed check,98.17,2366.78,73.55,28.15,17.14,2338.52,Joined,,
CUSTJ0458,Male,72,No,Texas,4,1,Yes,No,Yes,No,Cable,No,No,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,37.66,249.67,165.02,137.21,256.72,478.58,Joined,,
CUSTJ0459,Female,21,Yes,Texas,4,27,Yes,No,No,No,DSL,Yes,Yes,No,No,Yes,Yes,No,No,Two year,No,Mailed check,58.37,1302.04,64.25,100.06,85.11,1422.96,Joined,,
CUSTJ0460,Female,24,No,Texas,0,66,Yes,Yes,No phone service,No,No,Yes,No,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer,94.6,186.89,69.54,145.1,115.99,378.44,Joined,,
CUSTJ0461,Male,40,Yes,Illinois,5,66,Yes,Yes,No phone service,No,Fiber optic,Yes,No,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,80.06,5253.06,16.73,121.06,46.3,5403.69,Joined,,
CUSTJ0462,Female,35,No,California,0,5,No,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,88.27,5710.04,1.92,144.11,70.14,5922.37,Joined,,
CUSTJ0463,Female,54,No,New York,3,64,No,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,88.0,5145.24,63.95,60.91,172.59,5314.79,Joined,,
CUSTJ0464,Male,39,Yes,Texas,5,53,Yes,Yes,No,Yes,Cable,Yes,No,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,92.58,6763.39,132.93,56.9,129.33,6816.69,Joined,,
CUSTJ0465,Male,78,No,New York,1,3,Yes,Yes,No phone service,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,90.52,8794.93,52.05,56.47,140.13,8939.48,Joined,,
CUSTJ0466,Male,19,No,Illinois,4,56,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,No,No,Two year,Yes,Credit card,24.18,7930.45,107.21,76.63,117.18,8017.05,Joined,,
CUSTJ0467,Female,67,No,Florida,0,66,No,Yes,No phone service,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card,26.52,6122.52,183.48,53.23,164.81,6157.08,Joined,,
CUSTJ0468,Male,29,Yes,California,5,2,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,24.51,1776.07,145.27,75.85,52.22,1758.87,Joined,,
CUSTJ0469,Female,26,No,New York,2,9,No,No,No phone service,Yes,Cable,Yes,No,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer,95.67,5033.74,67.43,143.6,118.79,5228.7,Joined,,
CUSTJ0470,Male,77,No,California,5,35,No,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,89.82,7681.53,24.45,111.45,233.63,8002.16,Joined,,
CUSTJ0471,Female,37,No,California,5,15,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card,81.6,2358.34,66.68,78.25,185.09,2555.0,Joined,,
CUSTJ0472,Male,59,Yes,Texas,1,31,No,Yes,No phone service,No,Fiber optic,No,Yes,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,52.43,6242.69,53.22,138.52,195.94,6523.93,Joined,,
CUSTJ0473,Male,56,Yes,New York,0,43,Yes,Yes,No,No,Fiber optic,No,Yes,No,No,Yes,No,No,No,Two year,No,Bank transfer,84.07,4441.57,60.35,124.22,210.25,4715.69,Joined,,
CUSTJ0474,Female,74,Yes,Texas,5,69,Yes,No,No,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,84.89,1478.57,30.58,108.87,99.81,1656.67,Joined,,
CUSTJ0475,Male,71,No,Texas,3,5,No,Yes,Yes,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,20.25,8381.9,93.71,110.53,1.64,8400.36,Joined,,
CUSTJ0476,Male,23,No,Texas,4,4,Yes,Yes,No,No,DSL,No,Yes,Yes,No,No,Yes,No,No,One year,Yes,Credit card,70.31,239.55,127.36,18.05,91.66,221.9,Joined,,
CUSTJ0477,Male,35,Yes,Florida,1,35,No,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer,40.77,5975.78,185.46,27.64,201.35,6019.31,Joined,,
CUSTJ0478,Female,42,Yes,Illinois,2,58,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,79.49,2021.0,137.06,58.64,147.3,2089.88,Joined,,
CUSTJ0479,Male,76,Yes,Illinois,5,31,Yes,No,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer,96.15,4349.84,133.91,97.72,238.43,4552.08,Joined,,
CUSTJ0480,Female,53,Yes,Illinois,1,1,No,Yes,No phone service,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer,44.89,1226.03,184.25,64.2,73.34,1179.32,Joined,,
CUSTJ0481,Female,37,No,Texas,4,57,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Two year,Yes,Credit card,20.81,3020.85,59.98,31.94,125.69,3118.5,Joined,,
CUSTJ0482,Female,32,Yes,Texas,1,15,No,No,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,61.01,8665.34,43.65,74.25,134.66,8830.6,Joined,,
CUSTJ0483,Male,45,No,California,1,49,No,Yes,No phone service,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,Two year,No,Credit card,112.89,6765.43,163.95,86.46,175.97,6863.91,Joined,,
CUSTJ0484,Female,25,Yes,Illinois,0,32,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,No,Two year,Yes,Credit card,95.13,1706.78,48.78,33.85,298.0,1989.85,Joined,,
CUSTJ0485,Female,73,Yes,New York,4,14,No,No,No phone service,No,Cable,No,Yes,No,Yes,No,No,No,Yes,Two year,No,Credit card,93.13,5551.29,143.84,45.28,81.58,5534.31,Joined,,
CUSTJ0486,Female,60,Yes,California,2,25,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card,27.32,4774.24,2.26,49.5,157.65,4979.13,Joined,,
CUSTJ0487,Male,37,Yes,Florida,1,12,No,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer,118.15,3930.24,1.47,109.02,296.51,4334.3,Joined,,
CUSTJ0488,Male,56,Yes,California,3,63,No,Yes,No,Yes,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes,One year,No,Electronic check,29.64,497.25,173.32,45.55,36.29,405.77,Joined,,
CUSTJ0489,Male,75,Yes,California,2,44,No,No,No,Yes,Cable,No,Yes,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,31.76,8926.59,125.78,99.24,169.5,9069.55,Joined,,
CUSTJ0490,Female,60,Yes,Texas,3,1,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Two year,No,Mailed check,98.8,5234.11,165.51,39.02,43.58,5151.2,Joined,,
CUSTJ0491,Female,29,No,California,4,3,Yes,Yes,No,Yes,Cable,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,66.72,3438.01,191.44,92.49,265.73,3604.79,Joined,,
CUSTJ0492,Male,32,No,California,5,32,No,Yes,No,No,Cable,Yes,No,No,No,Yes,No,No,Yes,One year,No,Bank transfer,77.5,648.17,179.5,105.16,123.68,697.51,Joined,,
CUSTJ0493,Male,62,No,Illinois,1,66,No,Yes,No phone service,Yes,Fiber optic,No,Yes,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,72.1,8880.06,56.62,61.02,73.4,8957.86,Joined,,
CUSTJ0494,Male,63,Yes,Texas,0,13,Yes,Yes,No,No,Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,43.42,8568.25,51.63,123.14,4.27,8644.03,Joined,,
CUSTJ0495,Female,40,Yes,Florida,5,37,No,Yes,No phone service,Yes,No,No,No,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,28.38,2394.14,142.6,108.42,55.9,2415.86,Joined,,
